"X1","X2","X3","X4","X5","X6"
-2.04662487639149,-3.84917280582895,6.36071910478344,10.2070728546295,8.97699248696252,9.23384782770325
2.36789108030007,8.24971565386928,8.19562836848239,7.91550546702618,8.72703344398307,10.0608737205605
0.328528978946449,3.04602065373327,7.34185159404598,7.68801699645157,8.97406639940492,10.0828311161132
1.53869079469241,7.40424590650747,7.80350603286567,9.50590367009527,7.85198802404167,9.74917217214716
-1.28290986730963,1.35372474919985,7.880526449433,9.85347248560853,10.6554194081722,8.69454287263019
-0.439718935555287,10.5048301747563,6.93432760683061,8.26430990157662,9.13065376067528,9.22053413847314
2.3833043943699,3.21401414275428,4.95198041491977,7.45185867895229,8.39166113241282,10.3362115029278
1.09817691576859,0.378404729991187,5.47078577020488,8.31181627894599,10.197702259958,9.34774169575931
-1.27055354080377,4.26062050747803,8.33716079942482,10.235073858664,8.02287169999556,7.96845931612731
0.440896089393369,6.31176576601973,7.94968459027897,7.30326886310251,9.5654927698474,8.65610719981505
-3.0631689995737,-9.15880771694406,7.37233307899844,9.15963769006484,9.4528231825143,8.3472729876658
5.08768264913667,1.30321227499629,6.0051252354838,10.0417723763641,11.010817016745,8.52629594422273
-2.47030704236573,-13.1250792743495,8.89301675902156,9.05658563787658,8.27698879856617,9.11388323675794
2.31696915113216,5.93869209783018,8.89676634438217,10.1023565606509,10.0100716304614,7.22715038423833
-0.110389012018862,8.41869140436646,7.08994165253524,8.69726810350559,8.86651668944896,8.42166774804503
1.16112481206253,15.051712506054,6.94632088870486,8.24002887980899,9.91264430636586,9.26532430333255
1.24887664558052,-1.60937967901274,7.43383818187018,9.80424915278247,9.00966310718726,8.28373489713615
1.62188575295566,2.09908103371467,5.25288865819597,9.80222838798432,8.18762480077516,8.83983909551323
-2.40751446049084,-0.135523054276498,8.04443573572361,7.85151989910454,9.26199613900112,7.29842905306498
7.77752151569725,-9.95681917055844,7.37428719334684,8.08342068746838,9.38179444244571,8.02813704558664
7.88021965783541,-5.08795927440771,7.03003033347353,9.52272667721931,9.25973810044409,9.2671473207468
1.4589342188162,6.71610493502372,7.45333291733847,9.69213373847336,10.2645474145712,8.1185454327321
-1.84152032112935,-1.928531067526,6.70325377954318,8.10231870221602,8.71985603078113,10.6208668424232
1.80673877529365,3.22424046525599,6.06038606336206,9.33586751755346,8.92332700973431,9.23879822321953
-0.898542142465409,0.570555900070707,6.55323728119887,9.14177515213641,9.82895172565473,9.30962559344671
3.29936717578033,-0.0939266867554494,7.35975342307249,8.15877549464011,10.039994322968,7.29116775781721
1.6272090069426,-14.5173754652767,6.36013730252991,7.71430960191729,6.57329580181696,9.19569442136034
0.954390799711007,-3.22682638565032,6.63179934087223,8.46760946942231,7.72412832095605,9.00949711130716
-1.53887156027194,-9.2032589975397,7.2762766171134,8.76490133988409,9.67509540115817,9.36721380330532
4.9590608430233,6.82929539988785,8.46789333323045,7.70429682091074,8.84205895061745,8.08009701728859
1.12556783488339,-4.21960589704818,8.50053454086865,9.10540471932927,10.9492749687078,10.7476077319621
0.434013961704415,-4.68616497571048,7.59776975385665,7.06842661888604,10.1388181003202,10.07470013395
-1.57215466358406,7.99917687485725,8.4922711572618,10.1898076148175,10.0397810399314,8.75657921861663
1.44477657451156,0.504884875316466,7.18944354420008,8.08059230074752,7.87219691702286,11.3630454800898
-5.47090788105961,16.6290835679519,6.90808527050377,8.15064514516751,7.90960808912191,8.56111215988425
0.741009339013728,-2.15020604617734,8.54623305666028,9.96806651405508,7.71314801693864,7.85008774211872
2.66731868140611,-11.0914651526546,6.2899763041823,8.86647233065866,8.84262423963208,9.23957544566131
0.0372005756614404,-6.57069501007117,6.17486484472475,9.74408071382966,7.52396674561377,8.85479185119903
2.16237804018167,-2.76256375787316,4.30477434073241,7.32181833562229,8.65337215595393,9.69270632140979
-4.08990091253169,-4.70050179232937,8.16954389215163,7.47192326334213,9.11321368229739,9.01174524443788
3.05629656500253,4.31066039982455,5.39051075014736,9.72939594038911,9.94220215169057,10.1850517621348
-0.155570730975486,-5.60842336651403,6.84870239356989,7.25202071829603,9.16093518923523,9.92244591179233
1.47349120691399,2.48349224593697,5.62668627993105,10.2558073308254,10.1867103157228,7.66194660403207
6.98889258219208,3.27946920283455,6.72072653321746,7.91766923238921,9.0395428271024,10.2009626748326
3.56862377812322,3.13764574907142,5.73918484335306,9.54901365460647,8.19579376140314,8.40709731814003
5.41241565444628,-5.79074045867458,6.85497182280832,8.21984391443528,8.51972093990448,9.98657752648523
2.59986891849849,5.21584709069385,8.27014354536092,8.17818114470732,9.15117705903179,9.28101296365748
2.86482079970997,7.32269612401491,7.21273462044841,9.89040293371835,10.3920555687363,8.45626922243409
-1.30471316940771,-6.54728581878,6.93598820198558,10.095889022851,10.7067594550448,8.23285504626917
-3.82286114762449,9.42063908251932,6.0283146050242,7.99241368356016,8.74628280755282,9.99328846259033
